機構名稱,機構代碼,機構種類,縣市,區,地址全址,經度,緯度,O_ABC,特約服務項目
新北市平溪區衛生所,B20200016,B2,新北市,平溪區,新北市平溪區公園街17號,121.7378234863,25.0250587463,A,個案管理服務
新北市平溪區衛生所,B20200016,B2,新北市,平溪區,新北市平溪區公園街17號,121.7378234863,25.0250587463,B,居家失能個案家庭醫師照護服務
新北市平溪區衛生所,B20200016,B2,新北市,平溪區,新北市平溪區公園街17號,121.7378234863,25.0250587463,C,巷弄長照站
新北市愛笑瑜伽協會(五谷站)(社照C),BF0200295,BF,新北市,三重區,新北市三重區五谷里五谷王北街48巷18號2樓,121.4751739502,25.050775528,C,巷弄長照站
新北市愛笑瑜伽協會(奕壽站)(社照C),BF0200250,BF,新北市,三重區,新北市三重區奕壽里新北市三重區介壽路26號,121.4882125854,25.0631847382,C,巷弄長照站
新北市愛笑瑜伽協會(崇德站)(社照C),BF0200306,BF,新北市,三重區,新北市三重區崇德里仁孝街62號3樓,121.4973144531,25.0744590759,C,巷弄長照站
新北市慈光身心障礙者公益服務協會(社照C),BF0200213,BF,新北市,中和區,新北市中和區佳和里中山路二段2巷5弄11號1樓,121.5042953491,25.006029129,C,巷弄長照站
新北市托老互照志工協會(社照C),BF0200313,BF,新北市,三峽區,新北市三峽區嘉添里白雞路127號1樓,121.3692932129,24.9111213684,C,巷弄長照站
新北市政府社會局委託財團法人中華民國唐氏症基金會辦理三重重新社區長照機構(三重重新障礙者日間照顧中心),2S0200032,2,新北市,三重區,新北市三重區重新路1段87號4樓,121.5012283325,25.0635929108,B,日間照顧服務;喘息服務
新北市政府社會局委託財團法人伊甸社會福利基金會辦理新店中正社區長照機構(新店中正障礙者日間照顧中心),2S0200038,2,新北市,新店區,新北市新店區中正里中正路263巷16號4樓,121.5380325317,24.9729232788,B,喘息服務;日間照顧服務
新北市政府社會局委託財團法人伊甸社會福利基金會辦理新莊頭前庄社區長照機構(新莊頭前庄障礙者日間照顧中心),2S0200024,2,新北市,新莊區,新北市新莊區幸福東路7號4樓,121.4669952393,25.0491485596,B,日間照顧服務;喘息服務
新北市新住民促進會(社照C),BF0200126,BF,新北市,板橋區,新北市板橋區廣新里永豐街124號,121.4787826538,25.0186672211,C,巷弄長照站
新北市新店區下城社區發展協會(社照C),BF0200130,BF,新北市,新店區,新北市新店區下城里安康路1段281巷6號,121.523651123,24.9627780914,C,巷弄長照站
新北市新店區北宜社區發展協會-新店美潭據點(社照C),BF0200001,BF,新北市,新店區,新北市新店區美潭里001鄰北宜路二段11號,121.5478439331,24.9519901276,B,喘息服務
新北市新店區北宜社區發展協會-新店美潭據點(社照C),BF0200001,BF,新北市,新店區,新北市新店區美潭里001鄰北宜路二段11號,121.5478439331,24.9519901276,C,巷弄長照站
新北市新店區北新社區發展協會(社照C),BF0200129,BF,新北市,新店區,新北市新店區張北里德正街23巷25號,121.5448074341,24.9726810455,C,巷弄長照站
新北市新店區大鵬忠孝社區發展協會(社照C),BF0200224,BF,新北市,新店區,"新北市新店區大鵬里4鄰中正路700巷26號2,3樓",121.534942627,24.9914226532,C,巷弄長照站
新北市新店區玫瑰社區發展協會,BF0200036,BF,新北市,新店區,新北市新店區玫瑰里富貴街9巷31號,121.4949493408,24.9489326477,C,巷弄長照站
新北市新店區衛生所,B20200187,B2,新北市,新店區,新北市新店區北新路一段86號12樓,121.5430145264,24.9672756195,B,居家失能個案家庭醫師照護服務
新北市新店區長春里辦公處,BG0200087,BG,新北市,新店區,新北市新店區長春里新坡一街39號2樓,121.5489501953,24.9627761841,C,巷弄長照站
新北市新莊區原住民族發展協進會,BF0200045,BF,新北市,新莊區,新北市新莊區裕民里裕民街128號6樓,121.4179000854,25.0224266052,C,巷弄長照站
新北市新莊區牡丹心社區發展協會-新莊雙鳳據點(社照C),BF0200037,BF,新北市,新莊區,新北市新莊區雙鳳里新北大道七段718巷45號,121.4149627686,25.0252876282,B,喘息服務;營養餐飲服務
新北市新莊區牡丹心社區發展協會-新莊雙鳳據點(社照C),BF0200037,BF,新北市,新莊區,新北市新莊區雙鳳里新北大道七段718巷45號,121.4149627686,25.0252876282,C,巷弄長照站
新北市新莊區衛生所,B20200194,B2,新北市,新莊區,新北市新莊區中華路一段2號,121.4522476196,25.0364074707,B,居家失能個案家庭醫師照護服務
新北市未來市樂活長青關懷協會(社照C),BF0200093,BF,新北市,林口區,新北市林口區湖南里文化二路一段557號3樓之2,121.3743972778,25.0774879456,C,巷弄長照站
新北市村里長交流協會(社照C),BF0200243,BF,新北市,板橋區,新北市板橋區介壽里民生路2段119號,121.4710998535,25.018699646,C,巷弄長照站
新北市板橋區三民社區展協會(社照C),BF0200158,BF,新北市,板橋區,新北市板橋區東丘里新北市板橋區民生路1段30-1號,121.4768218994,25.0136604309,C,巷弄長照站
新北市板橋區勞工志工服務協會(板橋廣德站)(社照C),BF0200152,BF,新北市,板橋區,新北市板橋區廣德里重慶路245巷32弄18號,121.4646911621,25.0002155304,C,巷弄長照站
新北市板橋區勞工志工服務協會(板橋華德站)(社照C),BF0200198,BF,新北市,板橋區,新北市板橋區華德里四川路二段245巷125號,121.4539337158,24.9943447113,C,巷弄長照站
新北市板橋區大後埔文化關懷協進會(板橋民族站)(社照C),BF0200150,BF,新北市,板橋區,新北市板橋區民族里漢生東路326巷2弄11號1樓,121.471206665,25.008398056,C,巷弄長照站
新北市板橋區大後埔文化關懷協進會(港尾站)(社照C),BF0200149,BF,新北市,板橋區,新北市板橋區港尾里中正路336之1號1樓,121.4551544189,25.0224170685,C,巷弄長照站
新北市板橋區大後埔文化關懷協進會(華興)(社照C),BF0200127,BF,新北市,板橋區,新北市板橋區華興里南亞南路2段1-1號,121.4546737671,25.0034046173,C,巷弄長照站
新北市板橋區大浮洲發展協進會(板橋大安站)(社照C),BF0200151,BF,新北市,板橋區,新北市板橋區大安里大觀路二段7巷14號1樓,121.4475326538,25.0034179688,C,巷弄長照站
新北市板橋區大浮洲發展協進會(板橋龍安站)(社照C),BF0200161,BF,新北市,板橋區,新北市板橋區龍安里大觀路二段174巷118弄12號1樓,121.4426879883,25.0012073517,C,巷弄長照站
新北市板橋區德翠社區發展協會(社照C),BF0200323,BF,新北市,板橋區,新北市板橋區朝陽里四維路291巷1號1樓,121.4620132446,25.02825737,C,巷弄長照站
新北市板橋區板新社區發展協會(社照C),BF0200022,BF,新北市,板橋區,新北市板橋區西安里民生路二段89號之1號,121.4727859497,25.0156497955,C,巷弄長照站
新北市板橋區歡園社區發展協會(社照C),BF0200110,BF,新北市,板橋區,新北市板橋區重慶路10號8樓,121.4607086182,25.0079536438,C,巷弄長照站
新北市板橋區玉山青年會(後埔)(社照C),BF0200115,BF,新北市,板橋區,新北市板橋區重慶路89巷9弄2號,121.4624176025,25.0066184998,C,巷弄長照站
新北市板橋區玉山青年會(華中)(社照C),BF0200114,BF,新北市,板橋區,新北市板橋區僑中一街102巷7弄3號,121.4466171265,25.0128536224,C,巷弄長照站
新北市板橋區福泰社區發展協會(社照C),BF0200125,BF,新北市,板橋區,新北市板橋區福德里忠孝路忠義巷9弄1-1號,121.4651260376,25.0045566559,C,巷弄長照站
新北市板橋區耆光協會(社照C),BF0200147,BF,新北市,板橋區,新北市板橋區文翠里仁化街63號1樓,121.4754333496,25.031835556,C,巷弄長照站
新北市板橋區衛生所,B20200108,B2,新北市,板橋區,新北市板橋區英士路192號,121.4583282471,25.0233154297,B,居家失能個案家庭醫師照護服務
新北市板橋區親子服務協會(社照C),BF0200021,BF,新北市,板橋區,新北市板橋區中正里中正路413巷2弄26號B1,121.4531326294,25.0234489441,C,巷弄長照站
新北市板橋大後埔文化關懷協進會(板橋和平站)(社照C),BF0200113,BF,新北市,板橋區,新北市板橋區和平路安樂巷51號 ,121.4622955322,24.9931621552,C,巷弄長照站
新北市板橋大後埔文化關懷協進會(板橋重慶站)(社照C),BF0200146,BF,新北市,板橋區,新北市板橋區重慶里國慶路149巷3弄7號,121.4609375,24.9967765808,C,巷弄長照站
新北市板橋新埔商圈協會(社照C),BF0200142,BF,新北市,板橋區,新北市板橋區新埔里文化路1段421巷34-1號1樓,121.4664916992,25.0231971741,C,巷弄長照站
新北市板橋深埔港人文推廣協會-板橋居仁站(社照C),BF0200197,BF,新北市,板橋區,新北市板橋區居仁里光環路2段58號,121.4813690186,25.0145683289,C,巷弄長照站
新北市板橋深埔港人文推廣協會-板橋香丘站(社照C),BF0200196,BF,新北市,板橋區,新北市板橋區香丘里板新路221號,121.4681472778,25.0157852173,C,巷弄長照站
新北市板橋溪崑關懷慈善會(崑崙)(社照C),BF0200111,BF,新北市,板橋區,新北市板橋區篤行路二段131巷17號,121.4316177368,24.9904632568,C,巷弄長照站
新北市板橋溪崑關懷慈善會(溪福)(社照C),BF0200023,BF,新北市,板橋區,新北市板橋區溪福里金門街366巷7號,121.4273147583,24.9840145111,C,巷弄長照站
新北市板橋莒光天上聖母會,BF0200253,BF,新北市,板橋區,新北市板橋區莒光里文化路二段124巷8號,121.4705581665,25.0259037018,C,巷弄長照站
新北市板橋雙玉環保協會(社照C),BF0200122,BF,新北市,板橋區,新北市板橋區雙玉里永豐街251號,121.4777374268,25.0213489532,C,巷弄長照站
新北市林口區嘉瑞社區發展協會(社照C),BF0200210,BF,新北市,林口區,新北市林口區嘉寶里1鄰22號,121.3393249512,25.1083450317,C,巷弄長照站
新北市林口區衛生所,B20200113,B2,新北市,林口區,新北市林口區忠孝二路55號1樓,121.3640594482,25.0698413849,B,居家失能個案家庭醫師照護服務
新北市樹林區原住民族發展協進會-新北市樹林區部落文化健康站(原民C),BF0200075,BF,新北市,樹林區,新北市樹林區中山里中山路三段40號3樓,121.3946685791,24.9726524353,B,喘息服務
新北市樹林區原住民族發展協進會-新北市樹林區部落文化健康站(原民C),BF0200075,BF,新北市,樹林區,新北市樹林區中山里中山路三段40號3樓,121.3946685791,24.9726524353,C,巷弄長照站
新北市樹林區山佳社區發展協會(社照C),BF0200038,BF,新北市,樹林區,新北市樹林區中山里地政街12號,121.3946609497,24.971572876,C,巷弄長照站
新北市樹林區彭厝社區發展協會(社照C),BF0200135,BF,新北市,樹林區,新北市樹林區大同里太平路56巷43號2樓,121.4177703857,24.9813213348,C,巷弄長照站
新北市樹林區東昇里辦公處(社照C),BF0200262,BF,新北市,樹林區,新北市樹林區東昇里3鄰中山路二段78-1號1樓(巡守隊辦公室),121.4153060913,24.9840679169,C,巷弄長照站
新北市樹林區樹人里辦公處(社照C),BG0200038,BG,新北市,樹林區,新北市樹林區樹人里復興路308巷2弄6號,121.4168548584,24.9874076843,C,巷弄長照站
新北市樹林區衛生所,B20200117,B2,新北市,樹林區,新北市樹林區樹新路40-7號,121.4285202026,24.9961395264,B,居家失能個案家庭醫師照護服務
新北市毘努伊勒兒少關懷協會(社照C),BF0200245,BF,新北市,淡水區,新北市淡水區新民里新民街120巷43號B1,121.4417495728,25.1798706055,C,巷弄長照站
新北市民俗活動發展協會(社照C),BF0200190,BF,新北市,淡水區,新北市淡水區北投里淡金路二段223號,121.4470443726,25.1844844818,C,巷弄長照站
新北市永和區中興里辦公處(社照C),BG0200060,BG,新北市,永和區,新北市永和區中興里復興街88號1樓,121.5172958374,25.0136299133,C,巷弄長照站
新北市永和區保平里辦公處(社照C),BF0200206,BF,新北市,永和區,新北市永和區保平里保平路268巷28號1樓,121.5076675415,25.0064258575,C,巷弄長照站
新北市永和區光明里辦公處(社照C),BG0200054,BG,新北市,永和區,新北市永和區光明里中正路654巷58號1、2樓,121.5183639526,25.0084819794,C,巷弄長照站
新北市永和區和平里辦公處(社照C),BG0200063,BG,新北市,永和區,新北市永和區和平里保平路214巷12弄3號2樓,121.5089874268,25.0069046021,C,巷弄長照站
新北市永和區大新里辦公處(社照C),BG0200081,BG,新北市,永和區,新北市永和區大新里大新街45巷1之1號1樓,121.5156021118,25.008769989,C,巷弄長照站
新北市永和區店街里辦公處(社照C),BG0200062,BG,新北市,永和區,新北市永和區店街里中正路465巷18號,121.516418457,25.0060062408,C,巷弄長照站
新北市永和區得和社區發展協會(社照C),BF0200016,BF,新北市,永和區,新北市永和區永元里秀朗路2段24巷35號,121.5202636719,25.0019626617,C,巷弄長照站
新北市永和區忠孝社區發展協會(社照C),BF0200089,BF,新北市,永和區,新北市永和區頂溪里忠孝街26巷8號6樓,121.5153121948,25.0168552399,C,巷弄長照站
新北市永和區桂林里辦公處(社照C),BG0200067,BG,新北市,永和區,新北市永和區桂林里竹林路91巷60弄3號,121.5218658447,25.0129337311,C,巷弄長照站
新北市永和區民權社區發展協會(社照C),BF0200006,BF,新北市,永和區,新北市永和區民族里民權路60號4樓,121.5199203491,24.9980163574,C,巷弄長照站
新北市永和區民生里辦公處(社照C),BG0200069,BG,新北市,永和區,新北市永和區民生里民生路67巷45號1樓,121.5251617432,24.9975719452,C,巷弄長照站
新北市永和區永樂里辦公處(社照C),BG0200059,BG,新北市,永和區,新北市永和區永樂里永和路1段18巷8號1樓,121.5133590698,25.0043792725,C,巷弄長照站
新北市永和區河濱里辦公處(社照C),BF0200324,BF,新北市,永和區,新北市永和區河濱里林森路10巷18弄6號,121.5260162354,25.0065746307,C,巷弄長照站
新北市永和區福林里辦公處(社照C),BG0200061,BG,新北市,永和區,新北市永和區福林里福和路122號1樓,121.5218582153,25.0081195831,C,巷弄長照站
